spot,Flags,Column,Row,Name,ID,RefNumber,c253295110048_ar2_jun1912_A_SL,c253295110048_ar1_jun1912_B_SL,c253295110048_ar4_jun1912_C_SL,c253295110048_ar3_jun1912_A_L,c253295110048_ar6_jun1912_B_L,c253295110048_ar5_jun1912_C_L,c253295110048_ar8_jun1912_A_C,c253295110048_ar7_jun1912_B_C,c253295110054_ar2_jul1112_C_C
1620,0,69,126,222547712_EZ003625.1_67-246,CUST_27_PI426266271,4448,0,3,1,-1,-1,2,0,0,0
1621,0,43,33,222547717_EZ003630.1_57-248,CUST_30_PI426266271,8840,0,-4,0,-1,2,1,-1,0,2
1622,0,65,67,222547717_EZ003630.1_57-248,CUST_30_PI426266271,5215,1,3,0,-2,1,1,-1,-3,1
1623,0,49,134,222547717_EZ003630.1_57-248,CUST_30_PI426266271,7724,2,0,1,1,-2,0,-2,-2,0
1624,0,19,67,222547730_EZ003643.1_11-244,CUST_30_PI426227486,12759,-3,0,-1,-3,1,2,1,0,-1
1625,0,78,97,222547730_EZ003643.1_11-244,CUST_30_PI426227486,3068,0,3,-1,1,0,3,-1,-5,0
1626,0,51,103,222547730_EZ003643.1_11-244,CUST_30_PI426227486,7493,1,-2,1,3,0,1,-15,-2,-1
1627,0,70,3,222547774_EZ003687.1_100-237,CUST_33_PI426266271,4427,2,4,0,-1,1,1,1,1,-4
1628,0,37,61,222547774_EZ003687.1_100-237,CUST_33_PI426266271,9810,-4,4,1,2,1,3,0,1,0
1629,0,84,78,222547774_EZ003687.1_100-237,CUST_33_PI426266271,2012,-5,4,0,-2,-2,4,-1,-1,0
1630,0,32,7,222547932_EZ003845.1_77-220,CUST_18_PI426266424,10657,3,5,-2,-1,0,3,1,1,0
1631,0,52,117,222547932_EZ003845.1_77-220,CUST_18_PI426266424,7322,1,3,-1,-1,0,-2,-1,-2,0
1632,0,18,118,222547932_EZ003845.1_77-220,CUST_18_PI426266424,12816,1,1,-4,-1,0,0,0,2,0
1633,0,87,71,222547983_EZ003896.1_18-173,CUST_60_PI426266349,1605,-8,5,0,1,-3,4,2,1,-6
1634,0,62,74,222547983_EZ003896.1_18-173,CUST_60_PI426266349,5622,0,0,2,-15,1,0,0,2,1
1635,0,65,86,222547983_EZ003896.1_18-173,CUST_60_PI426266349,5124,2,1,0,-7,2,1,0,-4,0
1636,0,53,117,222548003_EZ003916.1_119-238,CUST_33_PI426227486,7158,1,4,1,1,-1,1,2,-1,0
1637,0,48,126,222548003_EZ003916.1_119-238,CUST_33_PI426227486,7892,2,7,2,0,0,5,1,4,-2
1638,0,80,133,222548003_EZ003916.1_119-238,CUST_33_PI426227486,2722,-1,2,0,1,1,2,-1,1,-1
1639,0,81,29,222548022_EZ003935.1_51-245,CUST_18_PI426266311,2610,3,4,0,-1,1,3,-1,1,0
1640,0,70,41,222548022_EZ003935.1_51-245,CUST_18_PI426266311,4408,4,-9,1,1,0,1,0,-1,1
1641,0,86,109,222548022_EZ003935.1_51-245,CUST_18_PI426266311,1750,5,0,1,2,-2,2,-1,-9,1
1642,0,56,38,222548070_EZ003983.1_4-255,CUST_12_PI426265159,6624,0,4,2,-3,-1,1,-1,0,-6
1643,0,12,77,222548070_EZ003983.1_4-255,CUST_12_PI426265159,13902,-1,1,-1,0,1,0,0,-2,1
1644,0,26,144,222548070_EZ003983.1_4-255,CUST_12_PI426265159,11491,-1,-2,0,-3,0,0,0,1,1
1645,0,62,3,222548087_EZ004000.1_10-243,CUST_203_PI426227498,5739,-7,4,-1,-2,0,3,-1,2,0
1646,0,35,40,222548087_EZ004000.1_10-243,CUST_203_PI426227498,10067,2,0,0,-1,0,-1,1,-2,-5
1647,0,65,93,222548087_EZ004000.1_10-243,CUST_203_PI426227498,5202,0,2,-14,3,0,2,0,0,2
1648,0,83,55,222548087_EZ004000.1_89-211,CUST_206_PI426227498,2269,1,0,0,-2,1,2,-1,0,1
1649,0,42,143,222548087_EZ004000.1_89-211,CUST_206_PI426227498,8949,0,2,1,1,0,0,1,-2,0
1650,0,4,157,222548087_EZ004000.1_89-211,CUST_206_PI426227498,15174,0,5,-1,1,-1,2,0,1,-1
1651,0,73,13,222548110_EZ004023.1_6-146,CUST_21_PI426266424,3930,0,3,0,-1,1,0,0,-2,1
1652,0,88,119,222548110_EZ004023.1_6-146,CUST_21_PI426266424,1417,2,-2,0,1,1,0,0,2,1
1653,0,1,135,222548110_EZ004023.1_6-146,CUST_21_PI426266424,15677,-1,2,-1,0,0,1,0,-1,0
1654,0,90,4,222548115_EZ004028.1_102-257,CUST_36_PI426227486,1065,8,1,3,1,-1,0,0,0,-1
1655,0,51,76,222548115_EZ004028.1_102-257,CUST_36_PI426227486,7425,1,3,3,0,-1,-1,0,-2,-2
1656,0,82,124,222548115_EZ004028.1_102-257,CUST_36_PI426227486,2317,-5,0,1,0,1,0,1,1,0
1657,0,43,49,222548126_EZ004039.1_104-247,CUST_35_PI426227893,8832,-1,4,0,1,0,0,-1,-1,0
1658,0,43,96,222548126_EZ004039.1_104-247,CUST_35_PI426227893,8727,1,4,0,1,-2,0,-1,3,-1
1659,0,50,101,222548126_EZ004039.1_104-247,CUST_35_PI426227893,7658,2,4,2,-3,2,2,10,2,-2
1660,0,5,30,222548240_EZ004153.1_127-234,CUST_111_PI426226825,14992,2,3,2,1,0,0,-2,-1,-1
1661,0,29,67,222548240_EZ004153.1_127-234,CUST_111_PI426226825,11119,0,3,1,1,-1,1,0,0,1
1662,0,33,147,222548240_EZ004153.1_127-234,CUST_111_PI426226825,10423,-1,0,0,1,0,1,0,-2,-1
1663,0,68,10,222548299_EZ004212.1_1-141,CUST_39_PI426227486,4670,2,-1,-2,1,0,1,0,1,2
1664,0,57,132,222548299_EZ004212.1_1-141,CUST_39_PI426227486,6413,-2,2,0,2,2,2,0,0,-1
1665,0,29,136,222548299_EZ004212.1_1-141,CUST_39_PI426227486,11003,0,-15,-6,0,0,0,1,2,-2
1666,0,53,42,222548309_EZ004222.1_32-220,CUST_209_PI426227498,7114,2,1,-1,3,3,2,1,0,-1
1667,0,69,74,222548309_EZ004222.1_32-220,CUST_209_PI426227498,4474,1,3,1,2,0,0,0,-1,2
1668,0,61,76,222548309_EZ004222.1_32-220,CUST_209_PI426227498,5785,2,0,-1,4,-1,1,0,1,-2
1669,0,55,50,222548325_EZ004238.1_61-165,CUST_212_PI426227498,6782,-2,0,1,3,1,2,1,1,-21
1670,0,55,85,222548325_EZ004238.1_61-165,CUST_212_PI426227498,6846,-5,18,2,1,-1,0,1,-8,-5
1671,0,82,134,222548325_EZ004238.1_61-165,CUST_212_PI426227498,2312,2,1,0,1,0,3,1,-2,-1
1672,0,19,18,222548391_EZ004304.1_52-162,CUST_63_PI426266349,12702,2,4,1,0,-2,2,-2,-3,0
1673,0,60,79,222548391_EZ004304.1_52-162,CUST_63_PI426266349,6029,1,-1,-10,0,0,0,-1,0,-2
1674,0,20,144,222548391_EZ004304.1_52-162,CUST_63_PI426266349,12475,2,1,0,1,1,0,-2,0,0
1675,0,30,8,222548431_EZ004344.1_136-240,CUST_156_PI426246026,10903,-1,2,0,-2,-1,1,0,0,1
1676,0,83,28,222548431_EZ004344.1_136-240,CUST_156_PI426246026,2201,1,4,1,2,2,2,1,1,-1
1677,0,17,73,222548431_EZ004344.1_136-240,CUST_156_PI426246026,13084,-2,1,0,3,1,1,0,1,2
1678,0,18,1,222548433_EZ004346.1_108-227,CUST_15_PI426265159,12956,3,3,1,0,0,1,-1,0,-1
1679,0,86,101,222548433_EZ004346.1_108-227,CUST_15_PI426265159,1754,2,1,2,0,0,1,-4,-1,1
1680,0,6,115,222548433_EZ004346.1_108-227,CUST_15_PI426265159,14867,1,2,-1,0,-1,0,0,0,2
1681,0,34,20,222548445_EZ004358.1_124-255,CUST_215_PI426227498,10241,1,-3,0,-2,1,0,-1,-1,-2
1682,0,72,74,222548445_EZ004358.1_124-255,CUST_215_PI426227498,3982,2,0,-1,-3,0,-1,1,-3,2
1683,0,47,125,222548445_EZ004358.1_124-255,CUST_215_PI426227498,8138,1,0,0,1,0,1,1,4,-1
1684,0,49,40,222548449_EZ004362.1_40-246,CUST_218_PI426227498,7771,0,1,1,1,0,1,0,1,1
1685,0,95,41,222548449_EZ004362.1_40-246,CUST_218_PI426227498,308,0,-2,2,1,1,6,-1,0,2
1686,0,10,72,222548449_EZ004362.1_40-246,CUST_218_PI426227498,14151,-1,0,2,1,-1,2,-1,0,-1
1687,0,11,68,222548498_EZ004411.1_28-153,CUST_6_PI426227887,13989,0,2,-1,1,1,0,0,0,2
1688,0,24,99,222548498_EZ004411.1_28-153,CUST_6_PI426227887,11923,2,-1,-1,-1,0,-3,0,-1,-3
1689,0,23,161,222548498_EZ004411.1_28-153,CUST_6_PI426227887,12056,0,3,2,0,0,0,0,0,2
1690,0,46,33,222548547_EZ004460.1_85-246,CUST_221_PI426227498,8348,2,-3,-2,1,-1,-1,0,0,-3
1691,0,17,49,222548547_EZ004460.1_85-246,CUST_221_PI426227498,13096,2,1,0,1,1,1,1,-2,0
1692,0,21,152,222548547_EZ004460.1_85-246,CUST_221_PI426227498,12307,0,2,2,-1,0,1,-2,1,-4
1693,0,75,24,222548654_EZ004567.1_11-202,CUST_42_PI426227486,3515,3,1,-1,2,1,1,0,2,0
1694,0,27,94,222548654_EZ004567.1_11-202,CUST_42_PI426227486,11352,0,1,-1,0,-2,0,-4,1,0
1695,0,8,158,222548654_EZ004567.1_11-202,CUST_42_PI426227486,14436,1,11,-1,1,-1,1,-1,1,-2
1696,0,10,35,222548669_EZ004582.1_27-185,CUST_45_PI426227486,14251,1,5,-2,-8,0,1,1,-2,2
1697,0,28,51,222548669_EZ004582.1_27-185,CUST_45_PI426227486,11291,-3,2,-5,0,0,0,-2,0,-5
1698,0,47,84,222548669_EZ004582.1_27-185,CUST_45_PI426227486,8077,0,1,0,0,0,1,1,-2,1
1699,0,64,57,222548677_EZ004590.1_17-250,CUST_141_PI426226868,5384,1,1,-2,-1,-2,3,0,0,-1
1700,0,31,68,222548677_EZ004590.1_17-250,CUST_141_PI426226868,10709,-1,0,-1,1,1,2,1,-2,0
1701,-100,8,93,222548677_EZ004590.1_17-250,CUST_141_PI426226868,14550,1,2,3,1,0,0,0,-2,-2
1702,0,50,4,222548681_EZ004594.1_75-242,CUST_21_PI426266311,7625,4,2,0,0,-4,1,0,0,0
1703,0,29,90,222548681_EZ004594.1_75-242,CUST_21_PI426266311,11026,1,-8,3,0,0,-2,2,-1,1
1704,0,68,158,222548681_EZ004594.1_75-242,CUST_21_PI426266311,4596,4,6,0,1,1,1,1,-1,0
1705,0,36,48,222548692_EZ004605.1_3-305,CUST_81_PI426226915,9899,0,1,-1,-1,0,4,1,1,-1
1706,0,73,94,222548692_EZ004605.1_3-305,CUST_81_PI426226915,3808,-2,2,1,-1,-1,3,2,-3,-1
1707,0,69,144,222548692_EZ004605.1_3-305,CUST_81_PI426226915,4439,1,-11,-3,-1,0,0,1,1,2
1708,0,69,47,222548696_EZ004609.1_16-204,CUST_48_PI426227486,4569,-1,2,2,-1,0,2,0,0,0
1709,0,37,62,222548696_EZ004609.1_16-204,CUST_48_PI426227486,9728,-6,1,0,0,-1,2,0,0,1
1710,0,64,79,222548696_EZ004609.1_16-204,CUST_48_PI426227486,5373,0,3,1,1,-1,0,-1,-1,1
1711,0,90,5,222548699_EZ004612.1_20-181,CUST_51_PI426227486,1146,3,8,3,0,-1,3,1,0,1
1712,0,70,92,222548699_EZ004612.1_20-181,CUST_51_PI426227486,4301,2,7,0,2,1,2,0,-1,0
1713,0,30,127,222548699_EZ004612.1_20-181,CUST_51_PI426227486,10925,0,4,0,1,1,2,-4,-1,0
1714,0,40,78,222548699_EZ004612.1_20-234,CUST_54_PI426227486,9228,-1,-3,-2,1,1,1,1,-1,2
1715,0,77,87,222548699_EZ004612.1_20-234,CUST_54_PI426227486,3237,2,2,1,1,-1,0,-2,0,0
1716,0,57,89,222548699_EZ004612.1_20-234,CUST_54_PI426227486,6516,-1,1,2,0,0,2,2,-1,2
1717,0,46,16,222548726_EZ004639.1_45-185,CUST_224_PI426227498,8275,0,2,0,2,0,2,1,0,-2
1718,0,10,91,222548726_EZ004639.1_45-185,CUST_224_PI426227498,14223,-1,-3,-1,0,0,1,-1,-1,1
1719,0,25,112,222548726_EZ004639.1_45-185,CUST_224_PI426227498,11671,1,2,1,0,1,0,1,-1,1
1720,0,52,10,222548727_EZ004640.1_92-229,CUST_36_PI426266271,7294,0,-1,0,2,0,-1,1,-2,-2
1721,0,44,64,222548727_EZ004640.1_92-229,CUST_36_PI426266271,8579,1,1,-1,0,-1,0,0,-1,-8
1722,0,21,129,222548727_EZ004640.1_92-229,CUST_36_PI426266271,12400,1,3,1,-1,2,1,0,-1,3
1723,0,44,20,222548755_EZ004668.1_80-223,CUST_27_PI426266274,8601,0,-2,0,0,-28,-18,-4,1,-4
1724,0,85,79,222548755_EZ004668.1_80-223,CUST_27_PI426266274,1929,1,2,1,-1,-3,0,-1,-1,0
1725,0,75,108,222548755_EZ004668.1_80-223,CUST_27_PI426266274,3473,-2,1,0,2,2,1,-2,0,0
1726,0,94,24,222548785_EZ004698.1_118-258,CUST_227_PI426227498,399,2,3,0,-1,0,0,-1,0,3
1727,0,50,71,222548785_EZ004698.1_118-258,CUST_227_PI426227498,7673,1,2,0,1,0,1,0,0,-1
1728,0,57,88,222548785_EZ004698.1_118-258,CUST_227_PI426227498,6435,-2,-1,1,0,0,2,0,2,0
1729,0,17,32,222548848_EZ004761.1_128-238,CUST_66_PI426266349,13023,1,-1,1,0,0,1,1,1,-6
1730,0,78,91,222548848_EZ004761.1_128-238,CUST_66_PI426266349,3071,1,1,1,1,2,3,-2,0,0
1731,0,31,101,222548848_EZ004761.1_128-238,CUST_66_PI426266349,10774,1,-10,2,1,0,1,0,2,-1
1732,0,24,5,222548852_EZ004765.1_7-219,CUST_4_PI426247727,11970,0,3,1,3,0,1,-1,1,-6
1733,0,77,17,222548852_EZ004765.1_7-219,CUST_5_PI426247727,3272,-3,1,0,0,-1,1,2,-1,-2
1734,0,17,37,222548852_EZ004765.1_7-219,CUST_6_PI426247727,13102,4,-1,1,1,-1,1,0,1,1
1735,0,70,39,222548852_EZ004765.1_7-219,CUST_5_PI426247727,4409,2,0,0,1,0,3,0,1,3
1736,0,31,58,222548852_EZ004765.1_7-219,CUST_4_PI426247727,10714,-1,0,1,-1,1,2,1,1,-1
1737,0,90,69,222548852_EZ004765.1_7-219,CUST_4_PI426247727,1114,1,2,2,-5,1,4,-1,-1,0
1738,0,84,73,222548852_EZ004765.1_7-219,CUST_5_PI426247727,2096,1,0,1,0,0,-2,1,4,2
1739,0,44,76,222548852_EZ004765.1_7-219,CUST_6_PI426247727,8573,2,2,-1,0,-2,1,-1,3,-1
1740,0,47,128,222548852_EZ004765.1_7-219,CUST_6_PI426247727,8055,0,3,0,0,-1,3,1,2,-1
1741,0,32,49,222548873_EZ004786.1_129-287,CUST_24_PI426266424,10636,0,2,-1,-2,1,7,-1,-1,0
1742,0,2,99,222548873_EZ004786.1_129-287,CUST_24_PI426266424,15531,2,3,2,0,1,3,2,-1,3
1743,0,68,120,222548873_EZ004786.1_129-287,CUST_24_PI426266424,4615,1,3,-1,-1,0,-5,1,1,1
1744,0,56,17,222548901_EZ004814.1_15-260,CUST_57_PI426227486,6716,-10,-5,0,-2,1,0,0,0,0
1745,0,64,47,222548901_EZ004814.1_15-260,CUST_57_PI426227486,5389,2,2,1,1,0,1,0,-2,2
1746,0,85,146,222548901_EZ004814.1_15-260,CUST_57_PI426227486,1814,1,2,1,0,-1,2,1,-6,0
1747,0,79,51,222548934_EZ004847.1_96-251,CUST_60_PI426227486,2927,3,6,-1,0,1,2,0,2,-4
1748,0,63,54,222548934_EZ004847.1_96-251,CUST_60_PI426227486,5468,-2,1,0,-1,0,0,-1,-1,-5
1749,0,41,112,222548934_EZ004847.1_96-251,CUST_60_PI426227486,9047,1,-6,-1,1,-6,1,-2,-4,0
1750,0,28,23,222548937_EZ004850.1_22-225,CUST_7_PI426266308,11305,2,2,1,0,2,2,1,-1,0
1751,0,52,37,222548937_EZ004850.1_22-225,CUST_8_PI426266308,7362,0,2,0,0,-4,1,1,0,-4
1752,0,41,38,222548937_EZ004850.1_22-225,CUST_8_PI426266308,9084,0,2,-10,-1,0,-1,0,-1,-3
1753,0,87,51,222548937_EZ004850.1_22-225,CUST_9_PI426266308,1615,1,2,-1,-1,-1,1,1,1,0
1754,0,40,64,222548937_EZ004850.1_22-225,CUST_24_PI426266311,9235,2,2,0,0,-1,0,0,0,1
1755,0,44,112,222548937_EZ004850.1_22-225,CUST_7_PI426266308,8555,1,-1,0,-2,-2,0,3,-1,1
1756,0,29,115,222548937_EZ004850.1_22-225,CUST_8_PI426266308,11095,1,3,0,-3,1,2,2,-7,-3
1757,0,20,133,222548937_EZ004850.1_22-225,CUST_9_PI426266308,12562,1,0,0,-1,-1,1,0,0,0
1758,0,45,143,222548937_EZ004850.1_22-225,CUST_9_PI426266308,8457,-2,0,0,0,1,-1,0,0,1
1759,0,85,156,222548937_EZ004850.1_22-225,CUST_7_PI426266308,1809,2,3,0,-9,1,2,2,2,1
1760,0,83,160,222548937_EZ004850.1_22-225,CUST_24_PI426266311,2135,0,-6,1,-3,-1,0,-3,-3,0
1761,0,16,161,222548937_EZ004850.1_22-225,CUST_24_PI426266311,13204,-1,4,-1,-3,-3,1,1,1,-1
1762,0,70,1,222548949_EZ004862.1_48-230,CUST_69_PI426266349,4428,1,-1,0,0,1,0,0,-1,0
1763,0,90,137,222548949_EZ004862.1_48-230,CUST_69_PI426266349,1080,0,0,2,1,1,1,-1,2,1
1764,0,52,138,222548949_EZ004862.1_48-230,CUST_69_PI426266349,7230,1,0,-1,-2,1,0,1,1,1
1765,0,48,53,222549031_EZ004944.1_28-249,CUST_27_PI426266424,8010,-3,-1,1,2,-1,0,1,-1,-1
1766,0,19,58,222549031_EZ004944.1_28-249,CUST_27_PI426266424,12682,1,0,1,3,0,-2,1,-3,1
1767,0,59,65,222549031_EZ004944.1_28-249,CUST_27_PI426266424,6200,0,0,3,0,1,2,1,2,0
1768,0,81,12,222549069_EZ004982.1_46-231,CUST_18_PI426246032,2537,5,-5,0,0,0,1,0,2,0
1769,0,14,25,222549069_EZ004982.1_46-231,CUST_18_PI426246032,13600,0,4,1,0,0,4,0,0,0
1770,0,18,96,222549069_EZ004982.1_46-231,CUST_18_PI426246032,12827,1,1,1,1,1,0,-1,-6,-2
1771,0,30,49,222549076_EZ004989.1_131-238,CUST_27_PI426227890,10964,0,1,-1,0,-1,0,0,-2,-1
1772,0,48,108,222549076_EZ004989.1_131-238,CUST_27_PI426227890,7901,1,2,0,-1,0,-1,-2,2,-1
1773,0,80,109,222549076_EZ004989.1_131-238,CUST_27_PI426227890,2734,-3,4,-1,-2,-1,-2,-5,1,2
1774,0,25,25,222549086_EZ004999.1_74-229,CUST_30_PI426264540,11796,26,24,3,7,3,5,1,2,-1
1775,0,78,102,222549086_EZ004999.1_74-229,CUST_30_PI426264540,2984,16,26,2,4,2,12,0,1,1
1776,0,42,121,222549086_EZ004999.1_74-229,CUST_30_PI426264540,8960,14,33,7,9,2,3,1,2,2
1777,0,83,11,222549092_EZ005005.1_23-250,CUST_9_PI426265162,2291,2,6,-1,0,2,-2,0,0,-1
1778,0,96,17,222549092_EZ005005.1_23-250,CUST_7_PI426265162,156,2,5,0,0,0,2,-1,1,0
1779,0,67,32,222549092_EZ005005.1_23-250,CUST_8_PI426265162,4823,0,1,1,1,1,1,0,1,1
1780,0,87,40,222549092_EZ005005.1_23-250,CUST_7_PI426265162,1539,5,-1,-1,2,2,1,1,-7,-5
1781,0,55,59,222549092_EZ005005.1_23-250,CUST_9_PI426265162,6859,2,6,0,1,-2,0,0,-1,-7
1782,0,41,83,222549092_EZ005005.1_23-250,CUST_7_PI426265162,9143,2,6,1,1,-2,0,-2,1,-2
1783,0,73,98,222549092_EZ005005.1_23-250,CUST_9_PI426265162,3806,0,6,-3,1,1,-3,1,1,-1
1784,0,1,133,222549092_EZ005005.1_23-250,CUST_8_PI426265162,15678,1,3,1,0,0,1,0,1,1
1785,0,41,139,222549092_EZ005005.1_23-250,CUST_8_PI426265162,9115,2,-1,0,1,0,3,-2,-3,-2
1786,0,37,85,222549144_EZ005057.1_37-276,CUST_18_PI426265159,9798,-3,1,2,2,-1,-2,0,1,1
1787,0,87,91,222549144_EZ005057.1_37-276,CUST_18_PI426265159,1595,1,-7,2,-1,-1,0,-1,0,-1
1788,0,87,111,222549144_EZ005057.1_37-276,CUST_18_PI426265159,1585,4,2,2,1,-1,0,0,1,1
1789,0,91,12,222549155_EZ005068.1_15-236,CUST_63_PI426227486,897,3,2,2,-1,-1,1,-1,0,5
1790,0,22,64,222549155_EZ005068.1_15-236,CUST_63_PI426227486,12187,0,0,-1,1,0,0,1,2,-1
1791,0,95,92,222549155_EZ005068.1_15-236,CUST_63_PI426227486,201,1,0,-1,1,0,0,0,1,1
1792,0,75,9,222549313_EZ005226.1_165-266,CUST_23_PI426264530,3604,2,0,-2,-1,0,2,-1,-2,2
1793,0,34,12,222549313_EZ005226.1_165-266,CUST_22_PI426264530,10245,1,2,1,2,1,-1,-1,1,1
1794,0,86,18,222549313_EZ005226.1_165-266,CUST_23_PI426264530,1714,0,0,1,0,0,-14,0,3,0
1795,0,82,57,222549313_EZ005226.1_165-266,CUST_22_PI426264530,2432,2,1,-1,1,0,2,-1,-4,-1
1796,0,84,95,222549313_EZ005226.1_165-266,CUST_24_PI426264530,2085,0,3,0,1,0,3,2,0,-1
1797,0,64,98,222549313_EZ005226.1_165-266,CUST_24_PI426264530,5282,-4,0,-1,0,0,0,1,-2,-7
1798,0,56,109,222549313_EZ005226.1_165-266,CUST_23_PI426264530,6670,-1,2,0,1,-1,-1,1,-3,0
1799,0,4,131,222549313_EZ005226.1_165-266,CUST_24_PI426264530,15187,2,1,-1,1,2,-1,-1,2,-1
1800,0,90,153,222549313_EZ005226.1_165-266,CUST_22_PI426264530,1072,1,1,0,0,2,2,1,-1,1
1801,0,43,93,222549316_EZ005229.1_28-246,CUST_30_PI426227890,8810,2,2,0,1,-1,1,1,-3,0
1802,0,46,144,222549316_EZ005229.1_28-246,CUST_30_PI426227890,8211,1,-1,1,1,0,2,0,0,1
1803,0,73,145,222549316_EZ005229.1_28-246,CUST_30_PI426227890,3864,2,11,2,0,1,2,1,-1,-1
1804,0,8,94,222549323_EZ005236.1_23-184,CUST_3_PI426226903,14468,1,1,1,0,1,0,-1,-3,-1
1805,0,95,100,222549323_EZ005236.1_23-184,CUST_3_PI426226903,197,0,4,1,1,1,1,0,0,0
1806,0,83,131,222549323_EZ005236.1_23-184,CUST_3_PI426226903,2231,1,4,-2,3,2,0,-3,-1,0
1807,0,47,4,222549384_EZ005297.1_135-239,CUST_10_PI426264530,8117,2,1,-2,-2,-1,-1,1,-2,0
1808,0,54,4,222549384_EZ005297.1_135-239,CUST_10_PI426264530,6969,2,-2,1,1,2,2,-1,0,1
1809,0,17,53,222549384_EZ005297.1_135-239,CUST_10_PI426264530,13094,2,1,0,1,1,-1,0,0,-1
1810,0,81,56,222549384_EZ005297.1_135-239,CUST_12_PI426264530,2515,2,2,1,1,-1,0,-5,-4,0
1811,0,74,74,222549384_EZ005297.1_135-239,CUST_11_PI426264530,3654,3,2,-1,0,0,1,1,0,1
1812,0,89,92,222549384_EZ005297.1_135-239,CUST_12_PI426264530,1185,-15,-2,0,1,-1,1,0,1,0
1813,0,27,118,222549384_EZ005297.1_135-239,CUST_11_PI426264530,11340,0,3,1,0,0,-2,-1,1,-1
1814,0,48,129,222549384_EZ005297.1_135-239,CUST_11_PI426264530,7972,-1,1,-2,1,0,0,0,2,-6
1815,0,68,160,222549384_EZ005297.1_135-239,CUST_12_PI426264530,4595,-3,2,0,1,1,1,1,2,2
1816,0,45,11,222549384_EZ005297.1_25-135,CUST_13_PI426264530,8523,-1,3,2,-4,1,-1,-1,-2,1
1817,0,35,14,222549384_EZ005297.1_25-135,CUST_13_PI426264530,10080,1,1,1,-1,2,2,1,1,3
1818,0,83,15,222549384_EZ005297.1_25-135,CUST_13_PI426264530,2289,2,2,0,1,-1,2,0,-3,1
1819,0,85,37,222549384_EZ005297.1_25-135,CUST_15_PI426264530,1950,-3,-1,0,-1,1,1,0,0,0
1820,0,20,66,222549384_EZ005297.1_25-135,CUST_14_PI426264530,12514,-16,-2,-1,-1,0,-1,-6,1,-11
1821,0,90,83,222549384_EZ005297.1_25-135,CUST_14_PI426264530,1107,2,5,1,-3,-1,-5,-9,1,1
1822,0,9,94,222549384_EZ005297.1_25-135,CUST_15_PI426264530,14304,0,2,1,1,1,0,1,-1,0
1823,0,40,109,222549384_EZ005297.1_25-135,CUST_15_PI426264530,9294,2,-3,-2,-1,-4,2,-1,0,-8
1824,0,43,117,222549384_EZ005297.1_25-135,CUST_14_PI426264530,8798,-5,0,0,2,-1,0,0,1,0
1825,0,48,13,222549384_EZ005297.1_25-239,CUST_48_PI426264530,8030,-1,0,2,0,0,1,0,0,1
1826,0,12,22,222549384_EZ005297.1_25-239,CUST_46_PI426264530,13848,2,2,0,1,-3,1,-1,-1,1
1827,0,20,39,222549384_EZ005297.1_25-239,CUST_47_PI426264530,12609,2,2,-1,2,1,-2,0,-1,-1
1828,0,54,52,222549384_EZ005297.1_25-239,CUST_46_PI426264530,6945,3,-2,0,0,0,1,0,0,0
1829,0,70,100,222549384_EZ005297.1_25-239,CUST_48_PI426264530,4297,1,1,0,0,1,2,0,1,1
1830,0,43,107,222549384_EZ005297.1_25-239,CUST_47_PI426264530,8803,-5,3,-4,0,1,-1,1,1,-1
1831,0,79,135,222549384_EZ005297.1_25-239,CUST_47_PI426264530,2885,-2,2,-3,2,1,-1,0,1,2
1832,0,80,147,222549384_EZ005297.1_25-239,CUST_48_PI426264530,2715,3,3,0,1,-1,3,4,2,2
1833,0,88,160,222549384_EZ005297.1_25-239,CUST_46_PI426264530,1315,0,1,-3,0,-5,1,-3,1,2
1834,0,58,73,222549404_EZ005317.1_7-240,CUST_230_PI426227498,6360,-3,-2,1,-1,0,3,-1,2,-1
1835,0,59,110,222549404_EZ005317.1_7-240,CUST_230_PI426227498,6096,1,1,-4,0,-1,2,2,2,1
1836,0,7,157,222549404_EZ005317.1_7-240,CUST_230_PI426227498,14682,2,-17,-2,0,1,3,-1,0,2
1837,0,6,15,222549494_EZ005407.1_14-241,CUST_159_PI426246026,14917,2,3,-3,2,0,1,1,2,0
1838,0,72,17,222549494_EZ005407.1_14-241,CUST_159_PI426246026,4092,2,1,-1,-2,0,3,1,-1,-2
1839,0,83,108,222549494_EZ005407.1_14-241,CUST_159_PI426246026,2161,4,1,1,1,0,1,0,2,1
1840,0,44,82,222549495_EZ005408.1_8-226,CUST_30_PI426266274,8570,-2,3,0,1,1,1,1,-1,-1
1841,0,65,106,222549495_EZ005408.1_8-226,CUST_30_PI426266274,5114,1,2,0,1,-5,2,0,0,1
1842,0,26,138,222549495_EZ005408.1_8-226,CUST_30_PI426266274,11494,2,-14,0,2,1,0,1,-1,0
1843,0,87,13,222549513_EZ005426.1_75-254,CUST_84_PI426226915,1634,5,3,2,-3,2,2,-1,0,-3
1844,0,86,52,222549513_EZ005426.1_75-254,CUST_84_PI426226915,1697,2,0,-2,-2,-1,1,0,0,-1
1845,0,66,102,222549513_EZ005426.1_75-254,CUST_84_PI426226915,4952,0,1,0,-2,-1,3,2,3,2
1846,0,63,83,222549601_EZ005514.1_3-230,CUST_33_PI426227890,5535,0,-1,0,1,2,-1,0,-1,0
1847,0,53,86,222549601_EZ005514.1_3-230,CUST_33_PI426227890,7092,-1,1,0,0,-1,1,1,3,1
